Refuse2Logout	D2L/Learn	A greasemonkey script that prevents uWaterloo's Desire2Learn from logging you out automatically.	http://userscripts.org/scripts/show/159004	Valentin Tsatskin	http://valentin.tsatsk.in/	https://github.com/vtsatskin/Refuse2Logout	APPROVED
d2lmtfa	D2L/Learn	Chrome extension to prevent desire2learn from logging you out when you are not looking. d2lmtfa stands for Desire To Leave Me The F*ck Alone. Warning: This may or may not be in a working state right now...	https://chrome.google.com/webstore/detail/d2lmtfa/jmpnkijagnjciddocppeemmbjbnhjecf	Viktor Stanchev	http://viktorstanchev.com	https://github.com/vikstrous/d2lmtfa	APPROVED
desire2download	D2L/Learn	d2d is a tool to download all of the content from the University of Waterloo's new learning management system which uses Desire2Learn instead of the old Angel based UWACE.	https://github.com/sholiday/desire2download	Stephen Holiday	http://stephenholiday.com/	https://github.com/sholiday/desire2download	APPROVED
